left_digit,right_digit,layer,cosine,sign_conflict,weighted_conflict
6,7,net.0.bias,0.22396571401797305,0.375,0.3703055904517219
6,7,net.1.weight,0.19228680899985193,0.375,0.3630763513575485
6,7,net.1.bias,0.07501129492342097,0.390625,0.44070868045201056
6,7,net.3.weight,0.07281215309971974,0.45458984375,0.4479320206852094
6,7,net.3.bias,0.20259016389337844,0.34375,0.38416379552359503
6,7,net.4.weight,0.14023594612963627,0.484375,0.39662654843600137
6,7,net.4.bias,0.05707876886346614,0.484375,0.4640843761043654
6,7,net.6.weight,0.4683451991985764,0.20000000298023224,0.2104874058391133
6,7,net.6.bias,0.5459339044806988,0.20000000298023224,0.22252579227702665
6,8,net.0.weight,0.05442113036625281,0.3883056640625,0.46740868758587484
6,8,net.0.bias,0.14828604086699507,0.4453125,0.4189234556945621
6,8,net.1.weight,0.07024252067657895,0.3515625,0.45119843938835946
6,8,net.1.bias,0.002766739654469135,0.3984375,0.4979513493849725
6,8,net.3.weight,0.08065033094209564,0.455078125,0.44210904091256703
6,8,net.3.bias,0.08633940863250586,0.46875,0.4504618877221516
6,8,net.4.weight,0.12138181076285985,0.484375,0.406553157605087
6,8,net.4.bias,-0.04918522978279945,0.5,0.5316892394110639
6,8,net.6.weight,0.4248072758111564,0.20937499403953552,0.21401944462848274
6,8,net.6.bias,0.515554522718059,0.20000000298023224,0.23592968326368294
6,9,net.0.weight,-0.013783069950591779,0.404541015625,0.5085559909328193
6,9,net.0.bias,0.0019148738888882329,0.4765625,0.4989231052568669
6,9,net.1.weight,0.11794889044784279,0.40625,0.4210258326787351
6,9,net.1.bias,0.08430548936068771,0.4609375,0.43771453699457674
6,9,net.3.weight,0.0007829642442278292,0.482666015625,0.4994750849225154
6,9,net.3.bias,0.06713878263253302,0.453125,0.46147686598667564
6,9,net.4.weight,-0.10504864048711056,0.5625,0.5931979669140524
6,9,net.4.bias,-0.06584069887972917,0.5,0.5433972246646199
6,9,net.6.weight,0.45405718867114336,0.20937499403953552,0.2020752459101305
6,9,net.6.bias,0.5713222200165332,0.20000000298023224,0.21074627979585003
7,8,net.0.weight,0.07223874996967039,0.4012451171875,0.45747399361601043
7,8,net.0.bias,0.10991200720533804,0.4453125,0.44087191865534753
7,8,net.1.weight,0.1893851163401344,0.3671875,0.3651272193897287
7,8,net.1.bias,0.16410836901063164,0.4140625,0.3953936979799954
7,8,net.3.weight,0.02342506654921183,0.488037109375,0.48391484788019384
7,8,net.3.bias,-0.03495697714828257,0.53125,0.5191401350643704
7,8,net.4.weight,-0.27619944023643817,0.625,0.6991615677298474
7,8,net.4.bias,-0.30589084202245137,0.609375,0.6964276852755745
7,8,net.6.weight,0.463098256210267,0.20624999701976776,0.18418565802000791
7,8,net.6.bias,0.6343397915364292,0.20000000298023224,0.17668211261970138
7,9,net.0.weight,-0.018237208080177498,0.436279296875,0.5105860809136904
7,9,net.0.bias,-0.027715396087752663,0.5078125,0.5151892469267144
7,9,net.1.weight,0.13911802723732491,0.453125,0.41888126988308727
7,9,net.1.bias,0.007464006091160474,0.4921875,0.4952947668141399
7,9,net.3.weight,0.003278077521419212,0.5166015625,0.4979053917298525
7,9,net.3.bias,0.12060818016322077,0.421875,0.4321027756116424
7,9,net.4.weight,0.11130085810304972,0.484375,0.42181245041907506
7,9,net.4.bias,0.15048694730314413,0.453125,0.40511205864718874
7,9,net.6.weight,0.5101066359078632,0.20624999701976776,0.17670851463447768
7,9,net.6.bias,0.6648287057276211,0.20000000298023224,0.1644120555778961
8,9,net.0.weight,0.008791190905459162,0.4197998046875,0.49505196276817154
8,9,net.0.bias,-0.003839504372149646,0.53125,0.5020620722011768
8,9,net.1.weight,0.14309798767272539,0.4609375,0.4011022150234234
8,9,net.1.bias,0.11721442606515224,0.4375,0.42453044287004077
8,9,net.3.weight,0.025758063736420634,0.48974609375,0.48317781673683263
8,9,net.3.bias,-0.06753697370494234,0.515625,0.537117423616731
8,9,net.4.weight,-0.028049843563927552,0.484375,0.5202846657706793
8,9,net.4.bias,-0.031587382899667726,0.5,0.5198447812109389
8,9,net.6.weight,0.4672549628091759,0.19687500596046448,0.1845691135888303
8,9,net.6.bias,0.6275700063192421,0.20000000298023224,0.1802742754579395
