tensor,layer_id,expert_id,projection,channel_axis,chunk_id,chunk_start,chunk_end,chunk_size,chunk_instruct_norm,chunk_delta_norm,chunk_relative_delta,chunk_cosine,chunk_delta_energy_share,chunk_relative_delta_excess
model.layers.10.mlp.experts.36.up_proj.weight,10,36,up_proj,0,3,288,384,96,8.183129927935916,11.067872203137352,1.352523093315845,0.00731785905386884,0.12484080806120484,0.006020265513253964
model.layers.29.mlp.experts.122.gate_proj.weight,29,122,gate_proj,0,0,0,96,96,7.9267038529371066,10.720450663986325,1.3524474816873653,0.06447077297157941,0.1248035137143053,0.0022489444890936294
model.layers.10.mlp.experts.36.up_proj.weight,10,36,up_proj,0,2,192,288,96,8.233538764316112,11.133797927878344,1.3522494089821817,0.015942131146628666,0.12633246467438042,0.005746581179590704
model.layers.19.mlp.experts.56.up_proj.weight,19,56,up_proj,0,3,288,384,96,8.417967390516132,11.381980682329841,1.352105580160958,0.10346147575673954,0.1242664898182376,-0.0017077292169322966
model.layers.16.mlp.experts.46.down_proj.weight,16,46,down_proj,1,5,480,576,96,10.044386203938357,13.580361132756881,1.3520349434027223,0.057039330439395915,0.12476205875219568,-0.0035649536733000087
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,5,480,576,96,6.295562077183877,8.511418470781802,1.3519711769070695,0.05495879549832451,0.12743778782645743,-0.027586173082157384
model.layers.16.mlp.experts.27.down_proj.weight,16,27,down_proj,1,6,576,672,96,9.896668815813852,13.380009078634286,1.3519709841410896,0.06331468803429342,0.12455250497846572,-0.0010900557010142808
model.layers.17.mlp.experts.111.up_proj.weight,17,111,up_proj,0,1,96,192,96,10.054480348244866,13.592969850099099,1.3519316144938232,0.0530609518285244,0.12687517136359022,0.005956651740636865
model.layers.17.mlp.experts.1.down_proj.weight,17,1,down_proj,1,1,96,192,96,8.122431422419893,10.980882504544581,1.351920617542509,0.013361374517121858,0.12349487468350823,-0.001130462920732711
model.layers.17.mlp.experts.75.down_proj.weight,17,75,down_proj,1,1,96,192,96,9.918377982400036,13.408649078754634,1.3518993834020052,0.07261269233810273,0.1249361155632879,-0.001050472353365084
model.layers.29.mlp.experts.122.gate_proj.weight,29,122,gate_proj,0,6,576,672,96,7.859772021843354,10.625441598130095,1.3518765644347668,0.045868776761185004,0.12260119540811318,0.0016780272364951276
model.layers.16.mlp.experts.69.up_proj.weight,16,69,up_proj,0,3,288,384,96,9.82067802434792,13.276039304118235,1.3518454908310413,0.05765563134787822,0.12466343585230885,-0.0013263818043078857
model.layers.17.mlp.experts.1.down_proj.weight,17,1,down_proj,1,0,0,96,96,8.192201618514918,11.073784024756538,1.3517470077554063,0.005266232004502272,0.1255933205044665,-0.0013040727078352798
model.layers.5.mlp.experts.4.down_proj.weight,5,4,down_proj,1,5,480,576,96,7.500533530013934,10.138748065777579,1.351736916474893,0.0019219461511198767,0.12664042505419237,0.0013306687363330294
model.layers.17.mlp.experts.118.gate_proj.weight,17,118,gate_proj,0,3,288,384,96,9.487098365695942,12.822917592192967,1.3516163844741922,0.06780460668322388,0.12543769726700713,0.005716899709123036
model.layers.16.mlp.experts.27.down_proj.weight,16,27,down_proj,1,4,384,480,96,9.910613918900873,13.395217588678687,1.3516032102847035,0.062260127031996564,0.12483581339399215,-0.0014578295574003697
model.layers.11.mlp.experts.31.gate_proj.weight,11,31,gate_proj,0,2,192,288,96,9.153789931890916,12.371730179793026,1.351541850080164,0.06080811781225942,0.12446457847432497,0.003961370523575258
model.layers.17.mlp.experts.75.down_proj.weight,17,75,down_proj,1,5,480,576,96,9.931152619832122,13.422199569525842,1.3515248514781895,0.06976290070257105,0.1251887586294355,-0.0014250042771808413
model.layers.16.mlp.experts.27.down_proj.weight,16,27,down_proj,1,0,0,96,96,9.91497899501959,13.39942940023765,1.3514329588563265,0.06325222353494411,0.12491432911480128,-0.0016280809857773804
model.layers.11.mlp.experts.22.up_proj.weight,11,22,up_proj,0,3,288,384,96,8.776888269779633,11.860951676936265,1.351384603786698,0.0021546913704808906,0.12613305339235537,0.004941466973472419
model.layers.16.mlp.experts.91.gate_proj.weight,16,91,gate_proj,0,0,0,96,96,9.649303320210723,13.039162554851286,1.3513061121770742,0.06904277811976174,0.12446621820878984,-0.018746983845295606
model.layers.11.mlp.experts.22.down_proj.weight,11,22,down_proj,1,0,0,96,96,8.653716560110713,11.69351449522341,1.3512707995457858,0.004617214188730376,0.12378301108672149,-0.006037262551817024
model.layers.16.mlp.experts.39.gate_proj.weight,16,39,gate_proj,0,5,480,576,96,9.391978440839988,12.690932537712026,1.3512523072377272,0.060344650090932365,0.12395747467161268,-0.005304328462534258
model.layers.17.mlp.experts.75.down_proj.weight,17,75,down_proj,1,3,288,384,96,9.907842947265353,13.387127948225057,1.3511647307570631,0.07208399972464788,0.12453538784268035,-0.001785124998307186
model.layers.10.mlp.experts.36.up_proj.weight,10,36,up_proj,0,6,576,672,96,8.254442348302234,11.152808932942703,1.351128091074087,0.023910537897356667,0.12676425939593214,0.0046252632714960384
model.layers.16.mlp.experts.91.gate_proj.weight,16,91,gate_proj,0,1,96,192,96,9.600482578863955,12.971441738729354,1.3511239286332095,0.07084737990301887,0.12317670819109577,-0.018929167389160284
model.layers.20.mlp.experts.118.up_proj.weight,20,118,up_proj,0,0,0,96,96,9.968563257459358,13.468045315817223,1.3510517983360584,0.07182572849392244,0.12486683976831527,-0.0054849124989033715
model.layers.15.mlp.experts.26.up_proj.weight,15,26,up_proj,0,5,480,576,96,9.977419727511984,13.479605068681249,1.3510111268058866,0.04427803452185266,0.12403912419209141,-0.0038518660515081127
model.layers.16.mlp.experts.69.up_proj.weight,16,69,up_proj,0,0,0,96,96,9.80362723039583,13.24473207945126,1.3510032325980732,0.05656998479488145,0.12407617269590461,-0.002168640037276015
model.layers.11.mlp.experts.31.gate_proj.weight,11,31,gate_proj,0,3,288,384,96,9.202425297042963,12.431624515160419,1.3509074090669448,0.05483729432977861,0.12567261778553895,0.0033269295103561802
model.layers.16.mlp.experts.69.gate_proj.weight,16,69,gate_proj,0,1,96,192,96,9.81272353385417,13.255668147517476,1.3508653435292506,0.0631859461790494,0.12462301988581466,-0.0012661306420711504
model.layers.16.mlp.experts.27.gate_proj.weight,16,27,gate_proj,0,3,288,384,96,9.690611899378439,13.090427751072717,1.350836034607097,0.07134746022032634,0.1246107178282025,-0.004310641882138366
model.layers.10.mlp.experts.36.gate_proj.weight,10,36,gate_proj,0,5,480,576,96,8.10876862421627,10.953490334157797,1.3508204317787493,0.014060350247366097,0.1220697526406885,0.007354896277026457
model.layers.23.mlp.experts.75.up_proj.weight,23,75,up_proj,0,4,384,480,96,9.899587418407268,13.372264546681887,1.3507900866472002,0.06320789776232628,0.12497052486639149,-0.005506725706326376
model.layers.5.mlp.experts.4.up_proj.weight,5,4,up_proj,0,3,288,384,96,6.982485522000128,9.431570046911844,1.350746810314929,-0.001317033226363216,0.12250486911697572,-0.015326456248337061
model.layers.16.mlp.experts.69.gate_proj.weight,16,69,gate_proj,0,3,288,384,96,9.82524457243702,13.270895550081459,1.3506936598108308,0.06593846900449539,0.12490950485976868,-0.0014378143604909521
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,7,672,768,96,8.700761292571617,11.751401127814372,1.3506175761708665,-0.0005351627286608202,0.12250367989320216,0.004538977182654724
model.layers.16.mlp.experts.82.up_proj.weight,16,82,up_proj,0,0,0,96,96,8.849015141230495,11.951226615998591,1.3505713828326344,0.023700587788330625,0.12763718143153743,0.006109497087042115
model.layers.17.mlp.experts.1.down_proj.weight,17,1,down_proj,1,5,480,576,96,8.157027751920761,11.016021158656548,1.3504945053132338,0.011611886860616457,0.12428650263520194,-0.002556575150007845
model.layers.17.mlp.experts.111.up_proj.weight,17,111,up_proj,0,6,576,672,96,10.031792646805261,13.546593404656898,1.3503661689988145,0.054790801557388594,0.12601090373270238,0.004391206245628165
model.layers.16.mlp.experts.27.gate_proj.weight,16,27,gate_proj,0,5,480,576,96,9.671346079918688,13.058995703131771,1.3502769516486546,0.06959016061742465,0.12401301884390685,-0.00486972484058068
model.layers.15.mlp.experts.26.down_proj.weight,15,26,down_proj,1,0,0,96,96,9.977668623219813,13.471405263209366,1.3501556096841105,0.06377662911639756,0.12578873164716908,0.00456041114053285
model.layers.17.mlp.experts.75.down_proj.weight,17,75,down_proj,1,6,576,672,96,9.905732054061197,13.37425500809239,1.350153116912662,0.06958853001485814,0.12429599880904565,-0.0027967388427083684
model.layers.17.mlp.experts.118.gate_proj.weight,17,118,gate_proj,0,1,96,192,96,9.506222343529995,12.834484758783171,1.3501140931674522,0.06718151840650297,0.12566410645408432,0.00421460840238308
model.layers.11.mlp.experts.31.gate_proj.weight,11,31,gate_proj,0,1,96,192,96,9.177123561486626,12.389729682738366,1.3500667828788961,0.06183647321210731,0.1248270063982072,0.0024863033223074815
model.layers.11.mlp.experts.31.gate_proj.weight,11,31,gate_proj,0,6,576,672,96,9.221783465425933,12.448986481007074,1.3499543258286735,0.056422826140996286,0.12602389083580107,0.002373846272084812
model.layers.15.mlp.experts.26.up_proj.weight,15,26,up_proj,0,3,288,384,96,10.034743036573413,13.545642695537051,1.3498743960027215,0.0431253703749968,0.12525745575877575,-0.004988596854673233
model.layers.15.mlp.experts.26.down_proj.weight,15,26,down_proj,1,6,576,672,96,9.968293469537512,13.453030859499306,1.3495821426817876,0.0640917222775534,0.12544582507707835,0.00398694413820988
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,3,288,384,96,9.67322103227049,13.053968646052027,1.349495540575693,0.05828774961476683,0.12510714122477073,0.002013129587412843
model.layers.11.mlp.experts.22.up_proj.weight,11,22,up_proj,0,4,384,480,96,8.748518464139103,11.805015170626039,1.3493730645955389,0.006400227839814237,0.12494616624891129,0.0029299277823133796
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,1,96,192,96,9.70229347093724,13.091774584355557,1.3493484425688984,0.053294866039159824,0.12583284266147585,0.001866031580618266
model.layers.17.mlp.experts.111.up_proj.weight,17,111,up_proj,0,5,480,576,96,10.043595082691187,13.551949471299553,1.3493126076592388,0.05748109607984519,0.1261105680842894,0.0033376449060524838
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,6,576,672,96,9.664289072475388,13.039570957918883,1.3492529931722086,0.057925323463891246,0.1248313231470752,0.0017705821839284486
model.layers.11.mlp.experts.31.up_proj.weight,11,31,up_proj,0,5,480,576,96,9.18068063111804,12.386262334897733,1.3491660185753909,0.05267244007033615,0.1252075772146393,-0.0015218203706595101
model.layers.16.mlp.experts.39.gate_proj.weight,16,39,gate_proj,0,1,96,192,96,9.473439078477933,12.779804175940672,1.3490142354928156,0.05772159355341992,0.12569964391159477,-0.007542400207445787
model.layers.17.mlp.experts.118.gate_proj.weight,17,118,gate_proj,0,6,576,672,96,9.515877555915676,12.836744639489138,1.3489816954936542,0.0692844398289755,0.1257083639208847,0.0030822107285850553
model.layers.16.mlp.experts.69.gate_proj.weight,16,69,gate_proj,0,6,576,672,96,9.848592094068652,13.284446995732335,1.3488676217723483,0.06873519609030576,0.12516473535333666,-0.0032638523989734214
model.layers.5.mlp.experts.4.gate_proj.weight,5,4,gate_proj,0,3,288,384,96,6.966103910991457,9.39504611375017,1.3486801566261755,-0.0002180335436977444,0.12336849674270908,-0.015618944943946111
model.layers.5.mlp.experts.4.down_proj.weight,5,4,down_proj,1,0,0,96,96,7.598374955964963,10.247136902435999,1.3485958460620155,0.0022104819486954553,0.12936261120831202,-0.0018104016765443376
model.layers.17.mlp.experts.118.gate_proj.weight,17,118,gate_proj,0,5,480,576,96,9.503964048837808,12.815863339994465,1.348475570208165,0.07213103938847688,0.12529972152950453,0.0025760854430958435
model.layers.17.mlp.experts.118.up_proj.weight,17,118,up_proj,0,7,672,768,96,9.435348568670088,12.723210332960695,1.3484621411028623,0.06640825736641756,0.12362441992277445,-0.010916652213770472
model.layers.16.mlp.experts.27.down_proj.weight,16,27,down_proj,1,3,288,384,96,9.928403901963666,13.387561069210326,1.3484101977924667,0.06722954325494344,0.12469314536100756,-0.004650842049637172
model.layers.10.mlp.experts.36.gate_proj.weight,10,36,gate_proj,0,3,288,384,96,8.214198255369517,11.07580146042365,1.3483727950178874,0.012796753833987075,0.124811134323635,0.004907259516164553
model.layers.17.mlp.experts.111.gate_proj.weight,17,111,gate_proj,0,6,576,672,96,9.951730579568576,13.418298531245785,1.3483382034873668,0.05449879632772946,0.12553785348000937,0.0030040528764232466
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,5,480,576,96,8.834232452505557,11.911315641339423,1.3483135864238152,0.003158828023969416,0.12586045556931655,0.0022349874356033528
model.layers.11.mlp.experts.22.up_proj.weight,11,22,up_proj,0,2,192,288,96,8.788204385192573,11.84924607594759,1.3483125285425348,-0.004149229384818149,0.1258842142313509,0.0018693917293093332
model.layers.16.mlp.experts.69.down_proj.weight,16,69,down_proj,1,2,192,288,96,10.010267327366039,13.496476455319158,1.3482633394237664,0.059242973352034455,0.1256754195987803,0.00430290585364701
model.layers.10.mlp.experts.36.up_proj.weight,10,36,up_proj,0,5,480,576,96,8.142076125011869,10.977339552121823,1.3482236451216945,0.009702015070452681,0.12280682275158687,0.0017208173191034515
model.layers.12.mlp.experts.92.up_proj.weight,12,92,up_proj,0,4,384,480,96,9.605806311423217,12.94974605355497,1.3481165072165928,0.07660307886748408,0.12600974091671166,0.004373424939286608
model.layers.14.mlp.experts.66.down_proj.weight,14,66,down_proj,1,1,96,192,96,9.129385534460488,12.306830170586423,1.3480458377107754,0.028978632368105363,0.12386588462347099,0.006425302261581667
model.layers.17.mlp.experts.111.gate_proj.weight,17,111,gate_proj,0,5,480,576,96,9.954226829588642,13.418739743133306,1.3480444009218782,0.060692799279174134,0.1255461093261272,0.0027102503109346365
model.layers.16.mlp.experts.82.up_proj.weight,16,82,up_proj,0,5,480,576,96,8.787383086076584,11.845288179304935,1.347988139731103,0.025954175630142382,0.12538439948158772,0.0035262539855107633
model.layers.2.mlp.experts.92.up_proj.weight,2,92,up_proj,0,0,0,96,96,6.473191362913539,8.725663701475664,1.3479693727991848,0.11033026093283392,0.1339341353857492,-0.03158797719004203
model.layers.17.mlp.experts.75.down_proj.weight,17,75,down_proj,1,2,192,288,96,9.950270406604576,13.411858939202952,1.3478888905673074,0.07400293414247655,0.12499593896443806,-0.0050609651880628714
model.layers.16.mlp.experts.28.up_proj.weight,16,28,up_proj,0,6,576,672,96,9.555527881710384,12.878828053675257,1.347788234528182,0.06734499963468908,0.12513123145664984,0.004680904963654919
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,5,480,576,96,9.681677465193676,13.048720981870035,1.347774807493962,0.05573984864149724,0.12500657589909456,0.0002923965056818023
model.layers.16.mlp.experts.82.gate_proj.weight,16,82,gate_proj,0,0,0,96,96,8.928708747897714,12.033724126695853,1.3477563740142406,0.04385206720055985,0.12656132227701777,0.006209009421205058
model.layers.11.mlp.experts.31.up_proj.weight,11,31,up_proj,0,7,672,768,96,9.172157400225517,12.361800735800616,1.3477527910169393,0.05949244961352851,0.1247135212776545,-0.0029350479291110343
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,2,192,288,96,8.792192584996085,11.849564144311648,1.3477371008152141,-0.0006102705602563477,0.12455884867449668,0.0016585018270023344
model.layers.17.mlp.experts.111.down_proj.weight,17,111,down_proj,1,2,192,288,96,10.10301968596035,13.615794580579824,1.3476955409184244,0.07812329977762528,0.12496352829233581,-0.0016614675723352068
model.layers.5.mlp.experts.4.down_proj.weight,5,4,down_proj,1,1,96,192,96,7.423164464465536,10.003883752049086,1.347657565710335,0.0029347123444762487,0.123293723714023,-0.00274868202822498
model.layers.23.mlp.experts.75.gate_proj.weight,23,75,gate_proj,0,7,672,768,96,9.870256274451025,13.301475867508321,1.3476322698873529,0.07560056350826634,0.12583312967483082,0.004098535872845366
model.layers.17.mlp.experts.1.down_proj.weight,17,1,down_proj,1,3,288,384,96,8.208197836233603,11.060618784807296,1.34750879614307,0.006568312510726783,0.1252948708828564,-0.005542284320171564
model.layers.19.mlp.experts.56.up_proj.weight,19,56,up_proj,0,7,672,768,96,8.446363526614899,11.381386106579077,1.3474894930481953,0.10699492009983748,0.12425350720761756,-0.006323816329695031
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,4,384,480,96,9.684178330479227,13.048830317551454,1.347438045051544,0.05521246958252668,0.12500867077665961,-4.436593673617928e-05
model.layers.18.mlp.experts.98.down_proj.weight,18,98,down_proj,1,4,384,480,96,9.051474131872716,12.196142643710846,1.3474205931567425,0.15305658977582728,0.12505885900963123,-0.006977101072207725
model.layers.15.mlp.experts.26.down_proj.weight,15,26,down_proj,1,2,192,288,96,9.974875359007468,13.439315034577946,1.347316588015512,0.06496285535653257,0.12519016285640094,0.0017213894719343426
model.layers.19.mlp.experts.56.up_proj.weight,19,56,up_proj,0,1,96,192,96,8.442051542897005,11.373575980790752,1.3472526106951197,0.10494342921696556,0.12408303543096412,-0.006560698682770649
model.layers.15.mlp.experts.26.down_proj.weight,15,26,down_proj,1,4,384,480,96,9.957871770869422,13.413424335067393,1.3470171783399323,0.06645813473784566,0.12470827241000516,0.001421979796354611
model.layers.18.mlp.experts.98.down_proj.weight,18,98,down_proj,1,1,96,192,96,9.021997483852054,12.152635051555242,1.3470004922198806,0.14926789528524018,0.12416819954959259,-0.00739720200906957
model.layers.20.mlp.experts.9.gate_proj.weight,20,9,gate_proj,0,7,672,768,96,8.921232344000718,12.016803420757327,1.3469891778839609,0.030058138077520488,0.12447540468180408,0.0074154889193418505
model.layers.16.mlp.experts.39.down_proj.weight,16,39,down_proj,1,7,672,768,96,9.619013522320161,12.956446535834488,1.3469620877203339,0.07030057501127795,0.12553502599088895,0.00236142404189299
model.layers.10.mlp.experts.36.up_proj.weight,10,36,up_proj,0,7,672,768,96,8.209588227626737,11.056836418786201,1.3468198540796434,0.011271719759359073,0.12459197443722998,0.0003170262770524346
model.layers.11.mlp.experts.31.up_proj.weight,11,31,up_proj,0,1,96,192,96,9.166517730427739,12.344610333942299,1.346706644439803,0.06017426527411346,0.12436690755203988,-0.003981194506247343
model.layers.21.mlp.experts.92.up_proj.weight,21,92,up_proj,0,4,384,480,96,9.834259593033126,13.243707278202095,1.3466908365510628,0.059950105746417875,0.1251475675331046,0.00529922779407177
model.layers.15.mlp.experts.26.gate_proj.weight,15,26,gate_proj,0,1,96,192,96,10.116663762384928,13.623485236002788,1.346638136443427,0.04459780395419117,0.1256106296526303,0.003217499204892116
model.layers.9.mlp.experts.16.up_proj.weight,9,16,up_proj,0,6,576,672,96,8.655766993519046,11.656143965251625,1.3466332878390894,0.049454911175433776,0.12409026518244533,0.006986588323387721
model.layers.16.mlp.experts.39.down_proj.weight,16,39,down_proj,1,3,288,384,96,9.604642667304264,12.9339122865486,1.3466312839079064,0.07127622345315618,0.12509873698812407,0.0020306202294655407
model.layers.16.mlp.experts.82.up_proj.weight,16,82,up_proj,0,2,192,288,96,8.78577499280064,11.83062870834706,1.3465663209041292,0.027211008442703608,0.12507424551017152,0.002104435158536866
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,2,192,288,96,9.673782579579337,13.025834456235424,1.3465089120084246,0.061936223001097336,0.12456845522159996,-0.0009734989798555471
model.layers.19.mlp.experts.56.up_proj.weight,19,56,up_proj,0,4,384,480,96,8.470413776545891,11.404663978988282,1.346411672422328,0.10791002538996983,0.1247622879604509,-0.007401636955562285
model.layers.5.mlp.experts.4.down_proj.weight,5,4,down_proj,1,7,672,768,96,7.386229936149952,9.944888265450984,1.3464092441501658,-0.0006697086894946423,0.12184382170697221,-0.003997003588394055
model.layers.16.mlp.experts.69.down_proj.weight,16,69,down_proj,1,4,384,480,96,10.012693359946288,13.480838316254088,1.3463748295919455,0.0670124989611989,0.1253843523564361,0.0024143960218261373
model.layers.16.mlp.experts.82.gate_proj.weight,16,82,gate_proj,0,5,480,576,96,8.917959339405897,12.006434940500396,1.3463208883951079,0.04127482027107909,0.12598796038716664,0.004773523802072299
model.layers.17.mlp.experts.111.up_proj.weight,17,111,up_proj,0,0,0,96,96,9.956176864824764,13.40404743160916,1.3463046723251517,0.06345796287903994,0.12337292078494604,0.0003297095719654308
model.layers.16.mlp.experts.46.up_proj.weight,16,46,up_proj,0,3,288,384,96,10.176327435557663,13.700132628307038,1.346274745487911,0.03528277425401805,0.12570221699293999,0.00469287686628217
model.layers.12.mlp.experts.92.up_proj.weight,12,92,up_proj,0,7,672,768,96,9.600498075280107,12.92484803691493,1.3462684889437708,0.07679646518710054,0.1255256578255804,0.0025254066664646135
model.layers.16.mlp.experts.69.down_proj.weight,16,69,down_proj,1,5,480,576,96,10.008363278291506,13.473539629273429,1.3462280749239002,0.06248963035510983,0.125248619936169,0.0022676413537807694
model.layers.11.mlp.experts.22.up_proj.weight,11,22,up_proj,0,5,480,576,96,8.787206835353608,11.829499460886636,1.3462183925491498,0.0034312859263480027,0.12546499501035688,-0.0002247442640757047
model.layers.17.mlp.experts.111.up_proj.weight,17,111,up_proj,0,2,192,288,96,10.018081340024724,13.486412840293305,1.3462071610869972,0.0638248141567361,0.12489378705508437,0.00023219833381094013
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,3,288,384,96,8.851424590717375,11.915612091849814,1.3461801509720706,0.005134945463303015,0.12595126850057983,0.00010155198385874975
model.layers.17.mlp.experts.118.gate_proj.weight,17,118,gate_proj,0,0,0,96,96,9.482255526025432,12.76462090604339,1.3461587141381108,0.07231922924639343,0.12429973791943437,0.0002592293730416806
model.layers.16.mlp.experts.28.up_proj.weight,16,28,up_proj,0,3,288,384,96,9.582923371765064,12.900105415327523,1.3461555430293994,0.06712429735230313,0.12554503647175433,0.0030482134648723846
model.layers.9.mlp.experts.16.up_proj.weight,9,16,up_proj,0,5,480,576,96,8.688770667808734,11.695855891893732,1.3460886860814534,0.045718939388920125,0.12493724477031391,0.006441986565751678
model.layers.17.mlp.experts.70.up_proj.weight,17,70,up_proj,0,6,576,672,96,9.51322578538689,12.804521858675429,1.3459705621981815,0.0758829336725613,0.12694175289486104,0.00952029863931303
model.layers.10.mlp.experts.36.gate_proj.weight,10,36,gate_proj,0,2,192,288,96,8.245848102244727,11.098633113245157,1.3459662336277853,0.0230451014753201,0.12532623593959427,0.0025006981260624617
model.layers.11.mlp.experts.22.up_proj.weight,11,22,up_proj,0,6,576,672,96,8.736401699821531,11.75871700216947,1.3459450934370016,0.0017731058985112945,0.12396803366909177,-0.0004980433762238334
model.layers.16.mlp.experts.69.up_proj.weight,16,69,up_proj,0,6,576,672,96,9.875584452270447,13.291976941033887,1.3459433216611292,0.060223635384008135,0.12496292775862372,-0.007228550974220038
model.layers.16.mlp.experts.69.gate_proj.weight,16,69,gate_proj,0,0,0,96,96,9.843458577035436,13.248486126480817,1.3459178014310165,0.0707617344831967,0.12448801308428563,-0.006213672740305265
model.layers.20.mlp.experts.9.gate_proj.weight,20,9,gate_proj,0,2,192,288,96,8.950283058847697,12.046172006482625,1.3458984400023553,0.020622681528958554,0.12508457396188946,0.00632475103773622
model.layers.11.mlp.experts.31.gate_proj.weight,11,31,gate_proj,0,5,480,576,96,9.216386084628699,12.403735158170036,1.3458350208285297,0.06023698321489951,0.12510937732031296,-0.0017454587280589795
model.layers.17.mlp.experts.111.gate_proj.weight,17,111,gate_proj,0,4,384,480,96,9.960349630324268,13.40421704792819,1.3457576837583165,0.06424945219717071,0.1252745068834181,0.00042353314737297865
model.layers.10.mlp.experts.36.gate_proj.weight,10,36,gate_proj,0,7,672,768,96,8.235124991787988,11.082088046756994,1.3457097564163238,0.014645179163054627,0.12495285926379661,0.0022442209146009695
model.layers.15.mlp.experts.26.down_proj.weight,15,26,down_proj,1,7,672,768,96,9.994256849956887,13.448166415227044,1.345589433724135,0.06659060747396194,0.12535512225969825,-5.764819442699576e-06
model.layers.17.mlp.experts.111.gate_proj.weight,17,111,gate_proj,0,7,672,768,96,9.944785848069573,13.381307950489008,1.3455601915335877,0.07012112725806666,0.12484666042513352,0.0002260409226442217
model.layers.17.mlp.experts.34.up_proj.weight,17,34,up_proj,0,7,672,768,96,9.691256280958761,13.038983508785599,1.3454379010081905,0.0607955290972593,0.12482007578303611,-0.0020445099800896482
model.layers.18.mlp.experts.98.down_proj.weight,18,98,down_proj,1,5,480,576,96,9.066565713133414,12.197678917387508,1.3453472134127376,0.14218496999287134,0.125090366796827,-0.009050480816212625
model.layers.16.mlp.experts.46.up_proj.weight,16,46,up_proj,0,1,96,192,96,10.184680010151506,13.701417857957598,1.3452968423456415,0.03388226537769464,0.12572580271998615,0.003714973724012749
model.layers.16.mlp.experts.69.down_proj.weight,16,69,down_proj,1,7,672,768,96,10.010667451753147,13.46690040863936,1.345254996586759,0.060906224340529884,0.12512521534217455,0.0012945630166396604
model.layers.17.mlp.experts.70.up_proj.weight,17,70,up_proj,0,7,672,768,96,9.49228395012727,12.769507948701591,1.3452513658243843,0.08124516336005384,0.1262484587425002,0.008801102265515892
model.layers.23.mlp.experts.75.gate_proj.weight,23,75,gate_proj,0,6,576,672,96,9.871405997732557,13.279090472408646,1.3452076102896413,0.07732517620705989,0.1254099504578084,0.0016738762751338232
model.layers.11.mlp.experts.31.up_proj.weight,11,31,up_proj,0,4,384,480,96,9.171282305567633,12.337270847036026,1.3452067481933696,0.0626657084938953,0.12421906684820655,-0.005481090752680773
model.layers.23.mlp.experts.75.gate_proj.weight,23,75,gate_proj,0,3,288,384,96,9.85381971935368,13.254326455908828,1.3450952862346652,0.07845964544853183,0.12494263558555763,0.001561552220157747
model.layers.21.mlp.experts.92.up_proj.weight,21,92,up_proj,0,6,576,672,96,9.855387466222473,13.255833906939214,1.3450342721045871,0.059217728594521235,0.1253768557319524,0.003642663347596109
model.layers.16.mlp.experts.28.up_proj.weight,16,28,up_proj,0,1,96,192,96,9.583532005130435,12.889952042093133,1.3450105905831633,0.06822244877996976,0.1253474870833712,0.0019032610186362486
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,4,384,480,96,8.853664919530456,11.907475125616996,1.3449204633157152,0.005938606220750066,0.12577930733218382,-0.001158135672496563
model.layers.14.mlp.experts.24.up_proj.weight,14,24,up_proj,0,2,192,288,96,9.746624484547121,13.108223210911168,1.3448987628171913,0.06516585994856028,0.12560481456621647,0.001865088461313169
model.layers.12.mlp.experts.92.up_proj.weight,12,92,up_proj,0,0,0,96,96,9.610526957121273,12.924774840882142,1.3448559999412992,0.07790847227299014,0.12552423607514693,0.0011129176639930183
model.layers.11.mlp.experts.22.gate_proj.weight,11,22,gate_proj,0,6,576,672,96,8.795990325186883,11.828981557492597,1.3448152078590734,0.006147742647891779,0.12412650927599475,-0.0012633911291384248
model.layers.17.mlp.experts.1.down_proj.weight,17,1,down_proj,1,4,384,480,96,8.253207883523372,11.098917013038015,1.3448003697078552,0.009775844864827635,0.1261640590111204,-0.008250710755386415
model.layers.23.mlp.experts.75.gate_proj.weight,23,75,gate_proj,0,2,192,288,96,9.876238781452265,13.281389015816574,1.3447820885780157,0.07755142757573624,0.12545336987176678,0.0012483545635082471
model.layers.15.mlp.experts.26.gate_proj.weight,15,26,gate_proj,0,4,384,480,96,10.101636138435191,13.584110042777807,1.3447435501158402,0.04668476893018617,0.12488558826447672,0.001322912877305349
model.layers.14.mlp.experts.73.down_proj.weight,14,73,down_proj,1,7,672,768,96,6.083259825937347,8.18032266069058,1.3447268232423566,-0.002800080987352623,0.12420664393504609,0.0037686427643430775
