tensor,group,projection,layer,numel,instruct_delta_l2,coder_delta_l2,delta_l2_ratio_instruct_over_coder,delta_dot,delta_cosine,sign_conflict_rate
model.layers.2.self_attn.v_proj.weight,attention,attn_v,2.0,114688,0.22317818485968924,2.984366371981147,0.07478243521137595,0.13512587547302246,0.20287785382344828,0.42300682775399157
model.layers.20.input_layernorm.weight,norm_anchor,norm_anchor,20.0,896,0.22805243605249548,5.264937811590191,0.043315314294969015,0.3231663703918457,0.2691523642647974,0.19165727170236754
model.layers.20.mlp.down_proj.weight,mlp,mlp_down,20.0,4358144,2.876191431383415,44.769019832008276,0.06424512848787096,18.997163772583008,0.14753443319938644,0.4407954609600989
model.layers.20.mlp.gate_proj.weight,mlp,mlp_gate,20.0,4358144,3.3295823609155724,45.54636309746641,0.07310314445503521,18.627918243408203,0.12283463990651394,0.44868826213233326
model.layers.20.mlp.up_proj.weight,mlp,mlp_up,20.0,4358144,3.409465287199255,49.77868009687983,0.06849248072796858,25.744890213012695,0.1516915517783664,0.4405403178969576
model.layers.20.post_attention_layernorm.weight,norm_anchor,norm_anchor,20.0,896,0.288639893779862,3.350531145947003,0.08614750354701747,-0.42352294921875,-0.437932254295058,0.5926339285714286
model.layers.20.self_attn.k_proj.bias,attention,attn_k,20.0,128,0.22307619012435867,5.053947288404355,0.04413900212932155,0.3156599998474121,0.27998555467116687,0.3464566929133858
model.layers.20.self_attn.k_proj.weight,attention,attn_k,20.0,114688,0.49196701560871453,6.982062927836692,0.07046155565961715,0.14949218928813934,0.04352098913500613,0.471264267589791
model.layers.20.self_attn.o_proj.weight,attention,attn_o,20.0,802816,1.2037174698186475,16.20938245553617,0.0742605384949461,2.8718223571777344,0.1471860123030463,0.439785840990174
model.layers.20.self_attn.q_proj.bias,attention,attn_q,20.0,896,0.0799352546019373,11.360426065755977,0.007036290200671979,0.04488026723265648,0.04942224303187655,0.23404255319148937
model.layers.20.self_attn.q_proj.weight,attention,attn_q,20.0,802816,1.872830598216368,21.63029635624497,0.08658367723545571,5.079185962677002,0.12538140952995513,0.4523968196035591
model.layers.20.self_attn.v_proj.bias,attention,attn_v,20.0,128,0.005138520407102685,0.37521850657222855,0.013694741376285322,-0.00016885274089872837,-0.08757613580132896,0.234375
model.layers.20.self_attn.v_proj.weight,attention,attn_v,20.0,114688,0.3903786454606156,5.892578772373183,0.0662492026904876,0.45297056436538696,0.1969148782248043,0.4229742927901217
model.layers.21.input_layernorm.weight,norm_anchor,norm_anchor,21.0,896,0.2405994401708037,4.480430436573327,0.0537000726998936,0.39395397901535034,0.36545267066898046,0.27802690582959644
model.layers.21.mlp.down_proj.weight,mlp,mlp_down,21.0,4358144,2.9486025134852847,47.814721149388184,0.06166725315144944,22.027755737304688,0.15624005862581644,0.4381316312533244
model.layers.21.mlp.gate_proj.weight,mlp,mlp_gate,21.0,4358144,3.357421448925584,48.287115339524064,0.06953037938419694,20.298683166503906,0.12520761492843846,0.4479096990542137
model.layers.21.mlp.up_proj.weight,mlp,mlp_up,21.0,4358144,3.451077920339652,52.07406740493535,0.06627248633189299,28.651836395263672,0.15943225786641044,0.4382203593820166
model.layers.21.post_attention_layernorm.weight,norm_anchor,norm_anchor,21.0,896,0.27506664508937223,3.5490971128968085,0.07750327374526533,-0.41579344868659973,-0.42591391463565903,0.5079006772009029
model.layers.21.self_attn.k_proj.bias,attention,attn_k,21.0,128,0.2233337084582604,4.3754381232914215,0.05104259325926833,0.10399138927459717,0.10641958384001665,0.3858267716535433
model.layers.21.self_attn.k_proj.weight,attention,attn_k,21.0,114688,0.5138416662370552,6.5647279862866785,0.07827310854470124,0.17174360156059265,0.05091368288453235,0.4674531962574446
model.layers.21.self_attn.o_proj.weight,attention,attn_o,21.0,802816,1.1471355090392037,17.798191895965864,0.06445236211321069,3.3970630168914795,0.16638454944172798,0.4329593697679981
model.layers.21.self_attn.q_proj.bias,attention,attn_q,21.0,896,0.0707763037627016,11.616222718638939,0.006092884535446853,0.05985940992832184,0.07280808745400852,0.19708846584546472
model.layers.21.self_attn.q_proj.weight,attention,attn_q,21.0,802816,1.8119981005071322,21.662021236775207,0.08364861619796296,5.13123893737793,0.13072706861856248,0.4542464934353123
model.layers.21.self_attn.v_proj.bias,attention,attn_v,21.0,128,0.010713031062837408,0.5659579114008285,0.01892902430910647,-0.00023205968318507075,-0.038273942107032485,0.4140625
model.layers.21.self_attn.v_proj.weight,attention,attn_v,21.0,114688,0.5172369930407467,9.301893094898789,0.05560556198225954,0.9125239253044128,0.18966331531901018,0.4256901693378211
model.layers.22.input_layernorm.weight,norm_anchor,norm_anchor,22.0,896,0.275082679803999,8.081663083687799,0.03403788019315378,1.0220706462860107,0.45974490808647556,0.14397321428571427
model.layers.22.mlp.down_proj.weight,mlp,mlp_down,22.0,4358144,3.0312418200195688,49.35730992435416,0.06141424288854681,23.677457809448242,0.15825702804335273,0.4371064239504887
model.layers.22.mlp.gate_proj.weight,mlp,mlp_gate,22.0,4358144,3.3346477936804586,47.65942356236461,0.0699682779275942,19.550174713134766,0.1230132484563146,0.4486574054952065
model.layers.22.mlp.up_proj.weight,mlp,mlp_up,22.0,4358144,3.4218383508400545,52.38520746296133,0.0653206986582891,27.64112091064453,0.15420110755634997,0.4382846688445925
model.layers.22.post_attention_layernorm.weight,norm_anchor,norm_anchor,22.0,896,0.29782479588042027,4.091954427157706,0.07278301877063939,-0.12786813080310822,-0.10492299419363733,0.45791245791245794
model.layers.22.self_attn.k_proj.bias,attention,attn_k,22.0,128,0.23370634701540396,8.465822509173927,0.02760586425738902,-1.0490329265594482,-0.5302118791662748,0.5118110236220472
model.layers.22.self_attn.k_proj.weight,attention,attn_k,22.0,114688,0.5548862316183351,6.405258176366368,0.0866297995084276,0.05165841802954674,0.014534513982070204,0.4792302460631638
model.layers.22.self_attn.o_proj.weight,attention,attn_o,22.0,802816,1.1675840528892205,18.353645216267243,0.06361592147669744,3.3411076068878174,0.15591215564191377,0.43601133567936223
model.layers.22.self_attn.q_proj.bias,attention,attn_q,22.0,896,0.06980991216958593,8.051005368211156,0.008670955859155876,-0.03772952780127525,-0.06712961586871327,0.1948488241881299
model.layers.22.self_attn.q_proj.weight,attention,attn_q,22.0,802816,2.0225104487541774,21.212848095350285,0.09534365398098044,5.305927276611328,0.1236720435938707,0.45975535320569516
model.layers.22.self_attn.v_proj.bias,attention,attn_v,22.0,128,0.003374948712848908,0.5857316227666421,0.005761937006077442,0.0003186857793480158,0.16121180308781208,0.171875
model.layers.22.self_attn.v_proj.weight,attention,attn_v,22.0,114688,0.5509766847433869,9.374591869371443,0.05877340501014572,0.7527695298194885,0.1457392199435809,0.4435143524816016
model.layers.23.input_layernorm.weight,norm_anchor,norm_anchor,23.0,896,0.18359375,11.914103483536067,0.01540978305700514,0.7728729248046875,0.3533367685017507,0.0518018018018018
model.layers.23.mlp.down_proj.weight,mlp,mlp_down,23.0,4358144,2.7346158166835717,43.9268273622097,0.06225388858918968,18.649290084838867,0.15525162182931104,0.43785129819274826
model.layers.23.mlp.gate_proj.weight,mlp,mlp_gate,23.0,4358144,3.1013394138618793,47.9921410802722,0.06462181815715502,18.123844146728516,0.1217673612462528,0.44694298834580565
model.layers.23.mlp.up_proj.weight,mlp,mlp_up,23.0,4358144,3.199397155482311,51.29577795430634,0.06237154953244486,25.172199249267578,0.15338093668533637,0.43674692574753843
model.layers.23.post_attention_layernorm.weight,norm_anchor,norm_anchor,23.0,896,0.2542365639886403,6.633065262686078,0.03832866916278259,0.46618616580963135,0.2764439570191573,0.0661345496009122
model.layers.23.self_attn.k_proj.bias,attention,attn_k,23.0,128,0.3119998744573096,6.995482213030225,0.044600195519925556,-1.3049123287200928,-0.5978734368205468,0.46875
model.layers.23.self_attn.k_proj.weight,attention,attn_k,23.0,114688,0.5760461185092446,7.230037435221014,0.07967401602971583,0.11053472012281418,0.026539999805519635,0.48500200554577005
model.layers.23.self_attn.o_proj.weight,attention,attn_o,23.0,802816,1.0013385992580506,17.993992120744252,0.05564849603905651,2.9919376373291016,0.16605197811071842,0.43537836972593746
model.layers.23.self_attn.q_proj.bias,attention,attn_q,23.0,896,0.047003859487836995,6.71150789512449,0.007003472278112419,0.0022506308741867542,0.007134288170081358,0.20179372197309417
model.layers.23.self_attn.q_proj.weight,attention,attn_q,23.0,802816,2.0518807506451644,23.37488511001177,0.08778142613271356,6.512060642242432,0.13577406914603454,0.45833561701852027
model.layers.23.self_attn.v_proj.bias,attention,attn_v,23.0,128,0.0025456581280325435,1.3626219896073835,0.0018682056707201914,1.910235732793808e-05,0.005506954552098853,0.08661417322834646
model.layers.23.self_attn.v_proj.weight,attention,attn_v,23.0,114688,0.48491988759212046,9.446801054902048,0.05133165023523918,0.6616201996803284,0.14442886249012107,0.4407338297612612
model.layers.3.input_layernorm.weight,norm_anchor,norm_anchor,3.0,896,0.15226880699970538,3.2301386857153793,0.04714002147123983,-0.1800035834312439,-0.3659729920648031,0.5749440715883669
model.layers.3.mlp.down_proj.weight,mlp,mlp_down,3.0,4358144,2.751264888128669,40.204211994632786,0.06843225502084109,16.682037353515625,0.15081520517723204,0.4399289211811255
model.layers.3.mlp.gate_proj.weight,mlp,mlp_gate,3.0,4358144,3.3851935836455325,52.758355658576725,0.06416412227766645,23.756593704223633,0.1330176925759774,0.44481704581673626
model.layers.3.mlp.up_proj.weight,mlp,mlp_up,3.0,4358144,2.851912636359116,42.969507095602836,0.06637061556265696,19.14289093017578,0.156210756456102,0.43871302761918507
model.layers.3.post_attention_layernorm.weight,norm_anchor,norm_anchor,3.0,896,0.2348221645727025,4.6998849651787316,0.04996338555358077,-0.8737257719039917,-0.7916784636878207,0.852513966480447
model.layers.3.self_attn.k_proj.bias,attention,attn_k,3.0,128,0.2247396671711989,9.71821224773323,0.023125618317671476,0.25376033782958984,0.1161870247113484,0.4296875
model.layers.3.self_attn.k_proj.weight,attention,attn_k,3.0,114688,0.4814671169086678,9.453351785761047,0.050930836788901646,0.4413750171661377,0.09697399708704867,0.45163456256158496
model.layers.3.self_attn.o_proj.weight,attention,attn_o,3.0,802816,1.1279541012982843,14.041489838676252,0.08033008706750032,2.4863359928131104,0.15698393074735928,0.4404797347208502
model.layers.3.self_attn.q_proj.bias,attention,attn_q,3.0,896,0.09200994133978556,7.194089837419824,0.012789656984987711,0.010649867355823517,0.016089168054748193,0.25111607142857145
model.layers.3.self_attn.q_proj.weight,attention,attn_q,3.0,802816,1.702610953212347,23.183180085294328,0.0734416480805563,4.957845687866211,0.12560431909696698,0.44670199355246965
model.layers.3.self_attn.v_proj.bias,attention,attn_v,3.0,128,0.0042355136202919955,0.4147803004821656,0.010211462828317497,0.0002318637998541817,0.13198018852744453,0.1732283464566929
model.layers.3.self_attn.v_proj.weight,attention,attn_v,3.0,114688,0.2905902570036025,4.270462590694993,0.06804655252964309,0.2408488690853119,0.1940835112311548,0.4238825232389822
model.layers.4.input_layernorm.weight,norm_anchor,norm_anchor,4.0,896,0.13751251857297295,21.541024745130223,0.006383750086172682,0.47063612937927246,0.1588827205672979,0.15332581736189402
model.layers.4.mlp.down_proj.weight,mlp,mlp_down,4.0,4358144,2.7352295330464877,41.01643600388675,0.06668618240715246,16.99954605102539,0.15152546529792196,0.43947220113686536
model.layers.4.mlp.gate_proj.weight,mlp,mlp_gate,4.0,4358144,3.5729308429284785,52.69085936057838,0.06780931050066781,23.79788589477539,0.1264091426941245,0.4475758097270506
model.layers.4.mlp.up_proj.weight,mlp,mlp_up,4.0,4358144,2.974999205004161,44.400667917537426,0.06700347865328153,20.693689346313477,0.15666124295360173,0.4384985741047884
model.layers.4.post_attention_layernorm.weight,norm_anchor,norm_anchor,4.0,896,0.2471378520581618,4.69263370410824,0.052665063510454926,-0.8520509004592896,-0.7346992837098524,0.8359375
model.layers.4.self_attn.k_proj.bias,attention,attn_k,4.0,128,0.26287713547626923,31.266929008288855,0.008407513747403225,6.181786060333252,0.7521005904553063,0.3125
model.layers.4.self_attn.k_proj.weight,attention,attn_k,4.0,114688,0.5092797722763136,9.38386909576977,0.05427183255421753,0.38893213868141174,0.08138333145656611,0.4553136199935471
model.layers.4.self_attn.o_proj.weight,attention,attn_o,4.0,802816,1.0463735603647988,13.936173585461024,0.07508327547357997,2.839550256729126,0.19472389813239452,0.42724777922141016
model.layers.4.self_attn.q_proj.bias,attention,attn_q,4.0,896,0.06719784296622369,12.8815356212269,0.005216601882115002,-0.00909320916980505,-0.010504955326901278,0.23378076062639822
model.layers.4.self_attn.q_proj.weight,attention,attn_q,4.0,802816,1.8208161668237404,30.68680187915177,0.0593354815530901,5.229891300201416,0.09359980247059707,0.4499526027387022
model.layers.4.self_attn.v_proj.bias,attention,attn_v,4.0,128,0.003745116803605658,0.4105610802367922,0.009121947948513901,0.00014758283214177936,0.09598264105084287,0.21875
model.layers.4.self_attn.v_proj.weight,attention,attn_v,4.0,114688,0.2913872055498643,4.346549469902709,0.06703874132056906,0.3242480754852295,0.2560131667800596,0.40260215916423947
model.layers.5.input_layernorm.weight,norm_anchor,norm_anchor,5.0,896,0.16535657327630973,3.7860496891668407,0.04367522532772097,0.029915571212768555,0.04778477292382364,0.22272727272727272
model.layers.5.mlp.down_proj.weight,mlp,mlp_down,5.0,4358144,2.5983093817363234,39.186862970799126,0.06630562348592449,15.679134368896484,0.1539893629454605,0.43788079743733305
model.layers.5.mlp.gate_proj.weight,mlp,mlp_gate,5.0,4358144,3.773775895071882,57.449899623906,0.06568811990580993,25.775415420532227,0.11888862196128698,0.4493302548046938
model.layers.5.mlp.up_proj.weight,mlp,mlp_up,5.0,4358144,2.848291145787571,43.01068408328912,0.06622287476925329,19.773611068725586,0.1614080749216298,0.4364274565613167
model.layers.5.post_attention_layernorm.weight,norm_anchor,norm_anchor,5.0,896,0.2579012631288135,5.508953436238728,0.0468149288451596,-0.9270402193069458,-0.6524932232771004,0.7566964285714286
model.layers.5.self_attn.k_proj.bias,attention,attn_k,5.0,128,0.16318165374461038,7.551816092838122,0.021608266374411073,-0.02157442271709442,-0.017507190140186965,0.4645669291338583
model.layers.5.self_attn.k_proj.weight,attention,attn_k,5.0,114688,0.4621091112279583,8.163559718369838,0.05660632459000812,0.2998524308204651,0.07948468700499599,0.45759578660993006
model.layers.5.self_attn.o_proj.weight,attention,attn_o,5.0,802816,1.0461054578358147,14.760731042472223,0.07087084337664391,2.6047682762145996,0.16868860975554825,0.434050239487764
model.layers.5.self_attn.q_proj.bias,attention,attn_q,5.0,896,0.06329282431070107,12.974403417613033,0.004878283977572309,-0.03767472505569458,-0.04587839524160475,0.23793490460157127
model.layers.5.self_attn.q_proj.weight,attention,attn_q,5.0,802816,1.6856592523236889,22.3996276007078,0.0752538962866697,4.187907695770264,0.1109140373361486,0.4515574102332534
model.layers.5.self_attn.v_proj.bias,attention,attn_v,5.0,128,0.005382650037605948,0.6131992649749561,0.008777978619765278,-6.629375275224447e-05,-0.02008513866102897,0.2125984251968504
model.layers.5.self_attn.v_proj.weight,attention,attn_v,5.0,114688,0.30193464412613846,4.35638872360831,0.06930847159939667,0.2893325686454773,0.21996711073414377,0.41335740072202165
model.layers.6.input_layernorm.weight,norm_anchor,norm_anchor,6.0,896,0.15778531133026336,2.5407930550823856,0.062100811797577565,-0.0342065691947937,-0.08532448061434127,0.3333333333333333
model.layers.6.mlp.down_proj.weight,mlp,mlp_down,6.0,4358144,2.797043438320115,40.55280995822376,0.06897286380898245,16.791975021362305,0.14804086570054814,0.4400111888214587
model.layers.6.mlp.gate_proj.weight,mlp,mlp_gate,6.0,4358144,3.403572079774671,50.62894949871812,0.06722580882032415,21.13772201538086,0.12266603101604207,0.44817098775885594
model.layers.6.mlp.up_proj.weight,mlp,mlp_up,6.0,4358144,2.9413932810139056,44.252613744751706,0.06646823841818271,20.584259033203125,0.15814053923519528,0.4377757299371406
model.layers.6.post_attention_layernorm.weight,norm_anchor,norm_anchor,6.0,896,0.2371821067282327,3.9035613305546217,0.06076044069596663,-0.6603884696960449,-0.7132742610183687,0.84375
model.layers.6.self_attn.k_proj.bias,attention,attn_k,6.0,128,0.12678474116719474,14.647752588154576,0.008655576369423641,0.1450900435447693,0.07812672633693792,0.3203125
model.layers.6.self_attn.k_proj.weight,attention,attn_k,6.0,114688,0.5027982966074772,9.057666410327842,0.05551079867924595,0.4289727807044983,0.09419321416145962,0.4534047210038455
model.layers.6.self_attn.o_proj.weight,attention,attn_o,6.0,802816,1.0544730074318662,14.179762826934907,0.07436464349240465,2.3736581802368164,0.15875000382764465,0.4375780888945914
model.layers.6.self_attn.q_proj.bias,attention,attn_q,6.0,896,0.06715996491291723,9.444655377394874,0.00711089629312044,-0.0019526993855834007,-0.0030784975571394547,0.20157657657657657
model.layers.6.self_attn.q_proj.weight,attention,attn_q,6.0,802816,1.7071288755246765,22.71586714429338,0.07515138491878075,4.751047134399414,0.12251625430848341,0.4485040770719822
model.layers.6.self_attn.v_proj.bias,attention,attn_v,6.0,128,0.008496501518198193,0.6246880468048405,0.013601191125164261,-0.0017516035586595535,-0.33001409077682986,0.1328125
model.layers.6.self_attn.v_proj.weight,attention,attn_v,6.0,114688,0.30535729465225897,4.162368286614961,0.07336143119151772,0.24020209908485413,0.18898528722919564,0.4245428623747613
model.layers.7.input_layernorm.weight,norm_anchor,norm_anchor,7.0,896,0.18612308376701586,3.264022068706405,0.05702261806115178,-0.12295496463775635,-0.20239172097135114,0.415819209039548
model.layers.7.mlp.down_proj.weight,mlp,mlp_down,7.0,4358144,2.8980256890842573,39.94880451805629,0.07254348970003323,16.615625381469727,0.14351942100601306,0.44221219914712073
model.layers.7.mlp.gate_proj.weight,mlp,mlp_gate,7.0,4358144,3.5673182513234765,48.44407969423999,0.0736378577906524,20.18352699279785,0.11679237610001521,0.45144385382593444
model.layers.7.mlp.up_proj.weight,mlp,mlp_up,7.0,4358144,3.0478179255092757,44.350006715931,0.06872192703444319,20.997657775878906,0.15534173244072053,0.43872707676442857
model.layers.7.post_attention_layernorm.weight,norm_anchor,norm_anchor,7.0,896,0.23356794642181347,3.4367716624528413,0.06796143862962221,-0.5011711120605469,-0.6243413639410625,0.7413213885778276
model.layers.7.self_attn.k_proj.bias,attention,attn_k,7.0,128,0.10202460888810078,3.6447383580538992,0.02799229982109789,0.09525732696056366,0.2561693076478595,0.40625
model.layers.7.self_attn.k_proj.weight,attention,attn_k,7.0,114688,0.4699242348425411,8.81684714158448,0.053298444137264554,0.3394458293914795,0.0819274283159462,0.4543187268367124
model.layers.7.self_attn.o_proj.weight,attention,attn_o,7.0,802816,1.0566990636999567,14.068993726370634,0.0751083612838139,2.3241193294525146,0.1563306249717362,0.4376282296430186
model.layers.7.self_attn.q_proj.bias,attention,attn_q,7.0,896,0.06929835456098665,9.816623088780963,0.007059286470943868,0.023742351680994034,0.034901066192238095,0.18855218855218855
model.layers.7.self_attn.q_proj.weight,attention,attn_q,7.0,802816,1.6635998006499075,22.82581482150473,0.0728823839875627,4.67165470123291,0.12302562661174186,0.44868564139678396
model.layers.7.self_attn.v_proj.bias,attention,attn_v,7.0,128,0.003549179657686801,0.35446406481455606,0.010012805274192222,2.114007656928152e-06,0.0016803755696676134,0.25
model.layers.7.self_attn.v_proj.weight,attention,attn_v,7.0,114688,0.31187185098591047,4.397264774834465,0.0709240555107694,0.2513495087623596,0.18328175979327463,0.42704918032786887
model.layers.8.input_layernorm.weight,norm_anchor,norm_anchor,8.0,896,0.142333984375,5.7900333800201915,0.024582584422769536,-0.19313371181488037,-0.2343518644190936,0.2539863325740319
model.layers.8.mlp.down_proj.weight,mlp,mlp_down,8.0,4358144,3.01503103464833,41.236253332076465,0.07311602754906509,17.679954528808594,0.14220345816024385,0.4433895156353116
model.layers.8.mlp.gate_proj.weight,mlp,mlp_gate,8.0,4358144,3.8852461435706194,49.849238040346464,0.07793993040427255,23.957971572875977,0.12370093516048311,0.4505018982527355
model.layers.8.mlp.up_proj.weight,mlp,mlp_up,8.0,4358144,3.277486622984566,45.62767811061204,0.07183110687857447,22.4633846282959,0.1502124385415576,0.44079839101058627
model.layers.8.post_attention_layernorm.weight,norm_anchor,norm_anchor,8.0,896,0.213668661424646,3.2464913722607633,0.0658152562025302,-0.4086247384548187,-0.5890736183218415,0.6998880179171333
model.layers.8.self_attn.k_proj.bias,attention,attn_k,8.0,128,0.32161517535733036,18.727171975897583,0.0171737182619596,1.9197356700897217,0.31873716321697176,0.296875
model.layers.8.self_attn.k_proj.weight,attention,attn_k,8.0,114688,0.5564587479988171,10.634041204378784,0.05232806017054775,0.7593817710876465,0.1283301951437668,0.4403090500026161
model.layers.8.self_attn.o_proj.weight,attention,attn_o,8.0,802816,0.9351189895128731,12.845470155491585,0.07279756818500716,1.9492096900939941,0.16227128711343713,0.4345072519193326
model.layers.8.self_attn.q_proj.bias,attention,attn_q,8.0,896,0.10106591637462847,7.684336437797203,0.013152198266269573,0.16541236639022827,0.2129888582928639,0.1832579185520362
model.layers.8.self_attn.q_proj.weight,attention,attn_q,8.0,802816,1.9001676736429771,26.088144981844724,0.07283644256674221,6.435258388519287,0.12981678956302103,0.4454319763523824
model.layers.8.self_attn.v_proj.bias,attention,attn_v,8.0,128,0.009748635936988043,0.46048615874800286,0.021170312618066987,-0.0007997759385034442,-0.17815905540561855,0.13709677419354838
model.layers.8.self_attn.v_proj.weight,attention,attn_v,8.0,114688,0.26134193395330085,3.6394390745056544,0.07180830029110982,0.1724720597267151,0.18133231070837275,0.4255779275704806
model.layers.9.input_layernorm.weight,norm_anchor,norm_anchor,9.0,896,0.20887040212285965,4.58652389910385,0.04554002262228926,0.23072701692581177,0.24084514015538078,0.15028248587570622
model.layers.9.mlp.down_proj.weight,mlp,mlp_down,9.0,4358144,3.091080563934621,40.50569320034685,0.07631224945702576,17.438823699951172,0.13928065286312627,0.44417543398302
model.layers.9.mlp.gate_proj.weight,mlp,mlp_gate,9.0,4358144,3.882496627147853,47.13159457339896,0.08237566885418156,22.441923141479492,0.1226413296344901,0.4508193260534946
model.layers.9.mlp.up_proj.weight,mlp,mlp_up,9.0,4358144,3.333635809208177,44.73580758708565,0.07451828834695122,22.045087814331055,0.1478217702056368,0.44144597698881155
model.layers.9.post_attention_layernorm.weight,norm_anchor,norm_anchor,9.0,896,0.2355601545800589,3.53762727649996,0.06658704724063419,-0.48820027709007263,-0.5858468742390508,0.652027027027027
model.layers.9.self_attn.k_proj.bias,attention,attn_k,9.0,128,0.1452643258216307,4.913860274430975,0.02956216044186407,-0.34492993354797363,-0.4832246817615094,0.4921875
model.layers.9.self_attn.k_proj.weight,attention,attn_k,9.0,114688,0.48867589642450354,8.113443930422479,0.0602303905240715,0.30665868520736694,0.07734444221116289,0.4607221645753948
model.layers.9.self_attn.o_proj.weight,attention,attn_o,9.0,802816,1.1434441829881226,13.329555993666153,0.08578261597996636,2.4218215942382812,0.15889546214299105,0.43850979493299386
model.layers.9.self_attn.q_proj.bias,attention,attn_q,9.0,896,0.06324234814591059,13.678870420165536,0.00462336042402142,0.041709281504154205,0.04821414687090451,0.19074492099322798
model.layers.9.self_attn.q_proj.weight,attention,attn_q,9.0,802816,1.7938545382671556,22.722336266979404,0.07894674725301132,4.923627853393555,0.12079390284868233,0.44828136016323156
model.layers.9.self_attn.v_proj.bias,attention,attn_v,9.0,128,0.003519112759712953,0.3300485767027528,0.01066240853049436,8.239110320573673e-05,0.07093642068655118,0.4094488188976378
model.layers.9.self_attn.v_proj.weight,attention,attn_v,9.0,114688,0.3280298117669429,4.462008853672739,0.07351617231708028,0.26145797967910767,0.17863154667748582,0.4264711011894381
model.norm.weight,norm_anchor,norm_anchor,,896,3.163821364268217,15.438199788035925,0.20493460427426713,16.877973556518555,0.3455506313872034,0.1953125
