tensor,group,layer,expert,packed_expert_count,shape,dtype,numel,bytes,shard
model.visual.blocks.22.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.22.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.22.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.22.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.22.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.23.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.23.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.23.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.23.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.23.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.23.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.23.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.24.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.24.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.24.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.24.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.24.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.24.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.24.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.25.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.25.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.25.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.25.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.25.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.25.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.25.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.26.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.26.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.26.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.26.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.26.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.26.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.26.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.3.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.3.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.3.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.3.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.3.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.3.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.3.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.4.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.4.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.4.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.4.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.4.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.4.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.4.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.5.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.5.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.5.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.5.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.5.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.5.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.5.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.6.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.6.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.6.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.6.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.6.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.6.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.6.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.7.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.7.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.7.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.7.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.7.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.7.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.7.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.8.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.8.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.8.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.8.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.8.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.8.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.8.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.attn.proj.bias,attention,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.attn.proj.weight,attention,,,,1152x1152,bfloat16,1327104,2654208,model-00002-of-00026.safetensors
model.visual.blocks.9.attn.qkv.bias,attention,,,,3456,bfloat16,3456,6912,model-00002-of-00026.safetensors
model.visual.blocks.9.attn.qkv.weight,attention,,,,3456x1152,bfloat16,3981312,7962624,model-00002-of-00026.safetensors
model.visual.blocks.9.mlp.linear_fc1.bias,dense_mlp,,,,4304,bfloat16,4304,8608,model-00002-of-00026.safetensors
model.visual.blocks.9.mlp.linear_fc1.weight,dense_mlp,,,,4304x1152,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.9.mlp.linear_fc2.bias,dense_mlp,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.mlp.linear_fc2.weight,dense_mlp,,,,1152x4304,bfloat16,4958208,9916416,model-00002-of-00026.safetensors
model.visual.blocks.9.norm1.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.norm1.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.norm2.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.blocks.9.norm2.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.merger.linear_fc1.bias,other,,,,4608,bfloat16,4608,9216,model-00002-of-00026.safetensors
model.visual.merger.linear_fc2.bias,other,,,,2048,bfloat16,2048,4096,model-00002-of-00026.safetensors
model.visual.merger.norm.bias,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.merger.norm.weight,norm,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.patch_embed.proj.bias,other,,,,1152,bfloat16,1152,2304,model-00002-of-00026.safetensors
model.visual.patch_embed.proj.weight,other,,,,1152x3x2x16x16,bfloat16,1769472,3538944,model-00002-of-00026.safetensors
model.visual.pos_embed.weight,other,,,,2304x1152,bfloat16,2654208,5308416,model-00002-of-00026.safetensors
model.language_model.layers.2.input_layernorm.weight,norm,2.0,,,2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.A_log,attention,2.0,,,32,bfloat16,32,64,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.conv1d.weight,attention,2.0,,,8192x1x4,bfloat16,32768,65536,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.dt_bias,attention,2.0,,,32,bfloat16,32,64,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.in_proj_a.weight,attention,2.0,,,32x2048,bfloat16,65536,131072,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.in_proj_b.weight,attention,2.0,,,32x2048,bfloat16,65536,131072,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.in_proj_qkv.weight,attention,2.0,,,8192x2048,bfloat16,16777216,33554432,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.in_proj_z.weight,attention,2.0,,,4096x2048,bfloat16,8388608,16777216,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.norm.weight,norm,2.0,,,128,bfloat16,128,256,model-00003-of-00026.safetensors
model.language_model.layers.2.linear_attn.out_proj.weight,attention,2.0,,,2048x4096,bfloat16,8388608,16777216,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.experts.down_proj,routed_expert,2.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.experts.gate_up_proj,routed_expert,2.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.gate.weight,router,2.0,,,256x2048,bfloat16,524288,1048576,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.shared_expert.down_proj.weight,shared_expert,2.0,,,2048x512,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.shared_expert.gate_proj.weight,shared_expert,2.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.shared_expert.up_proj.weight,shared_expert,2.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.2.mlp.shared_expert_gate.weight,shared_expert,2.0,,,1x2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.2.post_attention_layernorm.weight,norm,2.0,,,2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.3.input_layernorm.weight,norm,3.0,,,2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.experts.down_proj,routed_expert,3.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.experts.gate_up_proj,routed_expert,3.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.gate.weight,router,3.0,,,256x2048,bfloat16,524288,1048576,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.shared_expert.down_proj.weight,shared_expert,3.0,,,2048x512,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.shared_expert.gate_proj.weight,shared_expert,3.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.shared_expert.up_proj.weight,shared_expert,3.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.3.mlp.shared_expert_gate.weight,shared_expert,3.0,,,1x2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.3.post_attention_layernorm.weight,norm,3.0,,,2048,bfloat16,2048,4096,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.k_norm.weight,norm,3.0,,,256,bfloat16,256,512,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.k_proj.weight,attention,3.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.o_proj.weight,attention,3.0,,,2048x4096,bfloat16,8388608,16777216,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.q_norm.weight,norm,3.0,,,256,bfloat16,256,512,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.q_proj.weight,attention,3.0,,,8192x2048,bfloat16,16777216,33554432,model-00003-of-00026.safetensors
model.language_model.layers.3.self_attn.v_proj.weight,attention,3.0,,,512x2048,bfloat16,1048576,2097152,model-00003-of-00026.safetensors
model.language_model.layers.4.input_layernorm.weight,norm,4.0,,,2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.A_log,attention,4.0,,,32,bfloat16,32,64,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.conv1d.weight,attention,4.0,,,8192x1x4,bfloat16,32768,65536,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.dt_bias,attention,4.0,,,32,bfloat16,32,64,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.in_proj_a.weight,attention,4.0,,,32x2048,bfloat16,65536,131072,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.in_proj_b.weight,attention,4.0,,,32x2048,bfloat16,65536,131072,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.in_proj_qkv.weight,attention,4.0,,,8192x2048,bfloat16,16777216,33554432,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.in_proj_z.weight,attention,4.0,,,4096x2048,bfloat16,8388608,16777216,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.norm.weight,norm,4.0,,,128,bfloat16,128,256,model-00004-of-00026.safetensors
model.language_model.layers.4.linear_attn.out_proj.weight,attention,4.0,,,2048x4096,bfloat16,8388608,16777216,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.experts.down_proj,routed_expert,4.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.experts.gate_up_proj,routed_expert,4.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.gate.weight,router,4.0,,,256x2048,bfloat16,524288,1048576,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.shared_expert.down_proj.weight,shared_expert,4.0,,,2048x512,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.shared_expert.gate_proj.weight,shared_expert,4.0,,,512x2048,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.shared_expert.up_proj.weight,shared_expert,4.0,,,512x2048,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.4.mlp.shared_expert_gate.weight,shared_expert,4.0,,,1x2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.4.post_attention_layernorm.weight,norm,4.0,,,2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.5.input_layernorm.weight,norm,5.0,,,2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.A_log,attention,5.0,,,32,bfloat16,32,64,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.conv1d.weight,attention,5.0,,,8192x1x4,bfloat16,32768,65536,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.dt_bias,attention,5.0,,,32,bfloat16,32,64,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.in_proj_a.weight,attention,5.0,,,32x2048,bfloat16,65536,131072,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.in_proj_b.weight,attention,5.0,,,32x2048,bfloat16,65536,131072,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.in_proj_qkv.weight,attention,5.0,,,8192x2048,bfloat16,16777216,33554432,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.in_proj_z.weight,attention,5.0,,,4096x2048,bfloat16,8388608,16777216,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.norm.weight,norm,5.0,,,128,bfloat16,128,256,model-00004-of-00026.safetensors
model.language_model.layers.5.linear_attn.out_proj.weight,attention,5.0,,,2048x4096,bfloat16,8388608,16777216,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.experts.down_proj,routed_expert,5.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.experts.gate_up_proj,routed_expert,5.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.gate.weight,router,5.0,,,256x2048,bfloat16,524288,1048576,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.shared_expert.down_proj.weight,shared_expert,5.0,,,2048x512,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.shared_expert.gate_proj.weight,shared_expert,5.0,,,512x2048,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.shared_expert.up_proj.weight,shared_expert,5.0,,,512x2048,bfloat16,1048576,2097152,model-00004-of-00026.safetensors
model.language_model.layers.5.mlp.shared_expert_gate.weight,shared_expert,5.0,,,1x2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.5.post_attention_layernorm.weight,norm,5.0,,,2048,bfloat16,2048,4096,model-00004-of-00026.safetensors
model.language_model.layers.6.input_layernorm.weight,norm,6.0,,,2048,bfloat16,2048,4096,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.A_log,attention,6.0,,,32,bfloat16,32,64,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.conv1d.weight,attention,6.0,,,8192x1x4,bfloat16,32768,65536,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.dt_bias,attention,6.0,,,32,bfloat16,32,64,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.in_proj_a.weight,attention,6.0,,,32x2048,bfloat16,65536,131072,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.in_proj_b.weight,attention,6.0,,,32x2048,bfloat16,65536,131072,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.in_proj_qkv.weight,attention,6.0,,,8192x2048,bfloat16,16777216,33554432,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.in_proj_z.weight,attention,6.0,,,4096x2048,bfloat16,8388608,16777216,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.norm.weight,norm,6.0,,,128,bfloat16,128,256,model-00005-of-00026.safetensors
model.language_model.layers.6.linear_attn.out_proj.weight,attention,6.0,,,2048x4096,bfloat16,8388608,16777216,model-00005-of-00026.safetensors
